image,mask,issue,severity
ISIC_0004111.JPG,ISIC_0004111_A00_T2_S2_5841e1849fc3c156c3ef2502.png,Empty mask,high
ISIC_0004317.JPG,ISIC_0004317_A00_T2_S2_5841e1929fc3c156c3ef2547.png,Empty mask,high
ISIC_0004321.JPG,ISIC_0004321_A00_T2_S2_5841e1939fc3c156c3ef254d.png,Empty mask,high
ISIC_0004331.JPG,ISIC_0004331_A00_T2_S2_5841e1959fc3c156c3ef2556.png,Empty mask,high
ISIC_0004383.JPG,ISIC_0004383_A00_T2_S2_5841e1979fc3c156c3ef255f.png,Empty mask,high
ISIC_0004384.JPG,ISIC_0004384_A00_T2_S2_5841e1989fc3c156c3ef2562.png,Mask touches image border,low
ISIC_0004385.JPG,ISIC_0004385_A00_T2_S2_5841e1989fc3c156c3ef2565.png,Mask touches image border,low
ISIC_0004389.JPG,ISIC_0004389_A07_T1_S2_5661dad69fc3c147bbd6a230.png,Mask touches image border,low
ISIC_0004446.JPG,ISIC_0004446_A00_T2_S2_5841e19d9fc3c156c3ef2583.png,Empty mask,high
ISIC_0004468.JPG,ISIC_0004468_A02_T1_S1_5643591b9fc3c17f0bdd4240.png,Mask touches image border,low
ISIC_0004502.JPG,ISIC_0004502_A00_T2_S2_5841e1a49fc3c156c3ef25a4.png,Empty mask,high
ISIC_0004513.JPG,ISIC_0004513_A00_T2_S2_5841e1a69fc3c156c3ef25b0.png,Empty mask,high
ISIC_0004528.JPG,ISIC_0004528_A00_T2_S2_5841e1a79fc3c156c3ef25b6.png,Mask touches image border,low
ISIC_0004533.JPG,ISIC_0004533_A00_T2_S2_5841e1a89fc3c156c3ef25b9.png,Empty mask,high
ISIC_0004538.JPG,ISIC_0004538_A00_T2_S2_5841e1a89fc3c156c3ef25bc.png,Mask touches image border,low
ISIC_0004592.JPG,ISIC_0004592_A07_T3_S2_56661ed39fc3c1206728524d.png,Mask touches image border,low
ISIC_0004637.JPG,ISIC_0004637_A00_T2_S2_5841e1ad9fc3c156c3ef25d4.png,Mask touches image border,low
ISIC_0004650.JPG,ISIC_0004650_A00_T2_S2_5841e1af9fc3c156c3ef25e0.png,Empty mask,high
ISIC_0004676.JPG,ISIC_0004676_A00_T2_S2_5841e1b09fc3c156c3ef25e6.png,Empty mask,high
ISIC_0004733.JPG,ISIC_0004733_A00_T2_S2_5841e1b29fc3c156c3ef25f2.png,Empty mask,high
ISIC_0004757.JPG,ISIC_0004757_A00_T2_S2_5841e1b69fc3c156c3ef2607.png,Mask touches image border,low
ISIC_0004770.JPG,ISIC_0004770_A00_T2_S2_5841e1ba9fc3c156c3ef2616.png,Empty mask,high
ISIC_0004780.JPG,ISIC_0004780_A00_T2_S2_5841e1bc9fc3c156c3ef261f.png,Empty mask,high
ISIC_0004798.JPG,ISIC_0004798_A00_T2_S2_5841e1be9fc3c156c3ef2628.png,Empty mask,high
ISIC_0004822.JPG,ISIC_0004822_A00_T2_S2_5841e1c09fc3c156c3ef2631.png,Empty mask,high
ISIC_0004823.JPG,ISIC_0004823_A00_T2_S2_5841e1c09fc3c156c3ef2634.png,Mask touches image border,low
ISIC_0004834.JPG,ISIC_0004834_A00_T2_S2_5841e1c19fc3c156c3ef263a.png,Empty mask,high
ISIC_0004937.JPG,ISIC_0004937_A00_T2_S2_5841e1c89fc3c156c3ef2661.png,Empty mask,high
ISIC_0004975.JPG,ISIC_0004975_A00_T2_S2_5841e1cb9fc3c156c3ef266d.png,Empty mask,high
ISIC_0004980.JPG,ISIC_0004980_A00_T2_S2_5841e1cb9fc3c156c3ef2670.png,Empty mask,high
ISIC_0005149.JPG,ISIC_0005149_A02_T1_S1_561ea8fc9fc3c1047671df45.png,Mask touches image border,low
ISIC_0005434.JPG,ISIC_0005434_A02_T3_S1_561c23f09fc3c1047671dc2d.png,Mask touches image border,low
ISIC_0005552.JPG,ISIC_0005552_A02_T1_S1_561e87429fc3c1047671dc6f.png,Mask touches image border,low
ISIC_0005813.JPG,ISIC_0005813_A02_T1_S1_560ebf329fc3c1047093f8bb.png,Mask touches image border,low
ISIC_0005820.JPG,ISIC_0005820_A02_T3_S1_561e89b69fc3c1047671dcb1.png,Mask touches image border,low
ISIC_0006001.JPG,ISIC_0006001_A02_T3_S1_5613da639fc3c1047093ff33.png,Mask touches image border,low
ISIC_0006306.JPG,ISIC_0006306_A02_T3_S1_561c09bd9fc3c1047671d951.png,Mask touches image border,low
ISIC_0006391.JPG,ISIC_0006391_A02_T3_S1_5615554b9fc3c104709403e9.png,Mask touches image border,low
ISIC_0006394.JPG,ISIC_0006394_A02_T3_S1_561e9e419fc3c1047671de61.png,Mask touches image border,low
ISIC_0006435.JPG,ISIC_0006435_A02_T3_S1_561eacd89fc3c1047671dfd5.png,Mask touches image border,low
ISIC_0006527.JPG,ISIC_0006527_A00_T2_S2_5841e1d49fc3c156c3ef269a.png,Mask touches image border,low
ISIC_0006610.JPG,ISIC_0006610_A00_T2_S2_5841e1db9fc3c156c3ef26be.png,Empty mask,high
ISIC_0006621.JPG,ISIC_0006621_A00_T2_S2_5841e1dc9fc3c156c3ef26c1.png,Empty mask,high
ISIC_0006636.JPG,ISIC_0006636_A00_T2_S2_5841e1dc9fc3c156c3ef26c4.png,Empty mask,high
ISIC_0006646.JPG,ISIC_0006646_A00_T2_S2_5841e1dd9fc3c156c3ef26c7.png,Mask touches image border,low
ISIC_0006667.JPG,ISIC_0006667_A00_T2_S2_5841e1e09fc3c156c3ef26d6.png,Mask touches image border,low
ISIC_0006673.JPG,ISIC_0006673_A00_T2_S2_5841e1e09fc3c156c3ef26d9.png,Mask touches image border,low
ISIC_0006678.JPG,ISIC_0006678_A00_T2_S2_5841e1e19fc3c156c3ef26dc.png,Empty mask,high
ISIC_0006679.JPG,ISIC_0006679_A00_T2_S2_5841e1e29fc3c156c3ef26df.png,Empty mask,high
ISIC_0006701.JPG,ISIC_0006701_A00_T2_S2_5841e1e39fc3c156c3ef26e2.png,Empty mask,high
ISIC_0006732.JPG,ISIC_0006732_A00_T2_S2_5841e1e49fc3c156c3ef26eb.png,Empty mask,high
ISIC_0006917.JPG,ISIC_0006917_A00_T2_S2_5841e1ee9fc3c156c3ef271b.png,Empty mask,high
ISIC_0006955.JPG,ISIC_0006955_A02_T1_S1_5640e7a19fc3c1045ec16727.png,Mask touches image border,low
ISIC_0007004.JPG,ISIC_0007004_A00_T2_S2_5841e1f49fc3c156c3ef273c.png,Empty mask,high
ISIC_0007036.JPG,ISIC_0007036_A00_T2_S2_5841e1f79fc3c156c3ef274b.png,Mask touches image border,low
ISIC_0007047.JPG,ISIC_0007047_A00_T2_S2_5841e1f89fc3c156c3ef274e.png,Empty mask,high
ISIC_0007071.JPG,ISIC_0007071_A00_T2_S2_5841e1fa9fc3c156c3ef2754.png,Empty mask,high
ISIC_0007132.JPG,ISIC_0007132_A00_T2_S2_5841e1fc9fc3c156c3ef275d.png,Empty mask,high
ISIC_0007155.JPG,ISIC_0007155_A02_T3_S1_5609852c9fc3c10ee6f16b3b.png,Mask touches image border,low
ISIC_0007163.JPG,ISIC_0007163_A00_T2_S2_5841e1ff9fc3c156c3ef2769.png,Empty mask,high
ISIC_0007200.JPG,ISIC_0007200_A07_T3_S2_5661c3cf9fc3c147bbd69c48.png,Mask touches image border,low
ISIC_0007219.JPG,ISIC_0007219_A00_T2_S2_5841e2029fc3c156c3ef277b.png,Empty mask,high
ISIC_0007227.JPG,ISIC_0007227_A00_T2_S2_5841e2049fc3c156c3ef2784.png,Empty mask,high
ISIC_0007254.JPG,ISIC_0007254_A00_T2_S2_5841e2059fc3c156c3ef278a.png,Mask touches image border,low
ISIC_0007362.JPG,ISIC_0007362_A00_T2_S2_5841e2099fc3c156c3ef279f.png,Mask touches image border,low
ISIC_0007399.JPG,ISIC_0007399_A00_T2_S2_5841e20b9fc3c156c3ef27a8.png,Empty mask,high
ISIC_0007437.JPG,ISIC_0007437_A00_T2_S2_5841e20e9fc3c156c3ef27ba.png,Empty mask,high
ISIC_0007444.JPG,ISIC_0007444_A02_T1_S1_5633ae2b9fc3c1045e3643da.png,Mask touches image border,low
ISIC_0007447.JPG,ISIC_0007447_A00_T2_S2_5841e2109fc3c156c3ef27c3.png,Mask touches image border,low
ISIC_0007471.JPG,ISIC_0007471_A00_T2_S2_5841e2119fc3c156c3ef27c9.png,Empty mask,high
ISIC_0007547.JPG,ISIC_0007547_A00_T2_S2_5841e2159fc3c156c3ef27e1.png,Empty mask,high
ISIC_0007552.JPG,ISIC_0007552_A00_T2_S2_5841e2179fc3c156c3ef27e7.png,Empty mask,high
ISIC_0007558.JPG,ISIC_0007558_A00_T2_S2_5841e2189fc3c156c3ef27ed.png,Mask touches image border,low
ISIC_0007634.JPG,ISIC_0007634_A00_T2_S2_5841e21d9fc3c156c3ef2805.png,Mask touches image border,low
ISIC_0007635.JPG,ISIC_0007635_A03_T3_S1_57967a819fc3c109da1fe102.png,Mask touches image border,low
ISIC_0007692.JPG,ISIC_0007692_A00_T2_S2_5841e2209fc3c156c3ef2814.png,Mask touches image border,low
ISIC_0007860.JPG,ISIC_0007860_A00_T2_S2_5841e2299fc3c156c3ef2847.png,Empty mask,high
ISIC_0007912.JPG,ISIC_0007912_A00_T2_S2_5841e22c9fc3c156c3ef2856.png,Mask touches image border,low
ISIC_0008043.JPG,ISIC_0008043_A00_T2_S2_5841e2369fc3c156c3ef2886.png,Empty mask,high
ISIC_0009890.JPG,ISIC_0009890_A04_T1_S1_5592ff949fc3c13155145f23.png,Mask touches image border,low
ISIC_0009897.JPG,ISIC_0009897_A04_T3_S1_5592faea9fc3c13155145d9e.png,Mask touches image border,low
ISIC_0009904.JPG,ISIC_0009904_A04_T1_S1_5592fa4f9fc3c13155145d74.png,Mask touches image border,low
ISIC_0009907.JPG,ISIC_0009907_A04_T1_S1_5592f9f39fc3c13155145d62.png,Mask touches image border,low
ISIC_0009908.JPG,ISIC_0009908_A04_T1_S1_5592f9d39fc3c13155145d5c.png,Mask touches image border,low
ISIC_0009913.JPG,ISIC_0009913_A04_T1_S1_5592f96b9fc3c13155145d3e.png,Mask touches image border,low
ISIC_0009928.JPG,ISIC_0009928_A04_T1_S1_5592f3bd9fc3c13155145ce4.png,Mask touches image border,low
ISIC_0009934.JPG,ISIC_0009934_A04_T1_S1_5592f30b9fc3c13155145cc0.png,Mask touches image border,low
ISIC_0009962.JPG,ISIC_0009962_A04_T1_S1_5592ef6c9fc3c13155145c18.png,Mask touches image border,low
ISIC_0009970.JPG,ISIC_0009970_A04_T1_S1_5592e4b69fc3c13155145be8.png,Mask touches image border,low
ISIC_0009980.JPG,ISIC_0009980_A04_T1_S1_5592e3b49fc3c13155145bac.png,Mask touches image border,low
ISIC_0009983.JPG,ISIC_0009983_A06_T1_S1_568b39b19fc3c126c063feef.png,Mask touches image border,low
ISIC_0009984.JPG,ISIC_0009984_A04_T1_S1_5592e34f9fc3c13155145b94.png,Mask touches image border,low
ISIC_0009988.JPG,ISIC_0009988_A04_T1_S1_5592e2ea9fc3c13155145b7c.png,Mask touches image border,low
ISIC_0009989.JPG,ISIC_0009989_A04_T1_S1_5592e2d19fc3c13155145b76.png,Mask touches image border,low
ISIC_0009990.JPG,ISIC_0009990_A04_T1_S1_5592e2a39fc3c13155145b70.png,Mask touches image border,low
ISIC_0009995.JPG,ISIC_0009995_A04_T1_S1_5592e22c9fc3c13155145b52.png,Mask touches image border,low
ISIC_0009996.JPG,ISIC_0009996_A06_T1_S1_55df3bd19fc3c10470dc0e98.png,Mask touches image border,low
ISIC_0009997.JPG,ISIC_0009997_A04_T1_S1_5592e1d29fc3c13155145b46.png,Mask touches image border,low
ISIC_0009999.JPG,ISIC_0009999_A04_T1_S1_5592e1919fc3c13155145b3a.png,Mask touches image border,low
ISIC_0010000.JPG,ISIC_0010000_A04_T3_S1_5592e1729fc3c13155145b34.png,Mask touches image border,low
ISIC_0010005.JPG,ISIC_0010005_A04_T1_S1_5592e0c89fc3c13155145b16.png,Mask touches image border,low
ISIC_0010007.JPG,ISIC_0010007_A04_T1_S1_5592e07a9fc3c13155145b0a.png,Mask touches image border,low
ISIC_0010008.JPG,ISIC_0010008_A06_T1_S1_55df3c549fc3c10470dc0eec.png,Mask touches image border,low
ISIC_0010029.JPG,ISIC_0010029_A04_T1_S1_5594541e9fc3c13155bcaf7f.png,Mask touches image border,low
ISIC_0010030.JPG,ISIC_0010030_A04_T3_S1_559454019fc3c13155bcaf79.png,Mask touches image border,low
ISIC_0010035.JPG,ISIC_0010035_A04_T1_S1_559453a29fc3c13155bcaf5b.png,Mask touches image border,low
ISIC_0010037.JPG,ISIC_0010037_A04_T1_S1_559452e39fc3c13155bcaf4f.png,Mask touches image border,low
ISIC_0010038.JPG,ISIC_0010038_A06_T1_S1_55ddf5f99fc3c10470dbf968.png,Mask touches image border,low
ISIC_0010045.JPG,ISIC_0010045_A04_T1_S2_55944e549fc3c13155bcaf1f.png,Mask touches image border,low
ISIC_0010045.JPG,ISIC_0010045_A06_T1_S1_55ddf67e9fc3c10470dbf992.png,Mask touches image border,low
ISIC_0010050.JPG,ISIC_0010050_A04_T1_S1_55944ddb9fc3c13155bcaf01.png,Mask touches image border,low
ISIC_0010051.JPG,ISIC_0010051_A04_T1_S1_55944dc09fc3c13155bcaefb.png,Mask touches image border,low
