ISIC_id,img_filename,seg_filename,annotator,tool,skill_level,mskObjectID,mask_md5
ISIC_0000013,ISIC_0000013.JPG,ISIC_0000013_A02_T3_S1_57c046d59fc3c158f2bd0e1e.png,A02,T3,S1,57c046d59fc3c158f2bd0e1e,99ef91fd01e2928aae336647bfd780e8
ISIC_0000013,ISIC_0000013.JPG,ISIC_0000013_A04_T3_S1_545cf086bae47821f88024e4.png,A04,T3,S1,545cf086bae47821f88024e4,01663de96442768404f64b6f010b453d
ISIC_0000014,ISIC_0000014.JPG,ISIC_0000014_A04_T3_S1_545ceb5fbae47821f88024d8.png,A04,T3,S1,545ceb5fbae47821f88024d8,f08d34dc5a3e2a206c90b355161c3bd6
ISIC_0000015,ISIC_0000015.JPG,ISIC_0000015_A04_T3_S1_545cea86bae47821f88024cc.png,A04,T3,S1,545cea86bae47821f88024cc,5e80e5e346e2a5a26fe5f4a078ab1c99
ISIC_0000015,ISIC_0000015.JPG,ISIC_0000015_A02_T3_S1_57c046e89fc3c158f2bd0e1f.png,A02,T3,S1,57c046e89fc3c158f2bd0e1f,da3514efdb33f0a1f825e7b0bf4f0d3c
ISIC_0000015,ISIC_0000015.JPG,ISIC_0000015_A03_T1_S1_57be081e9fc3c1434763a314.png,A03,T1,S1,57be081e9fc3c1434763a314,60495ddf84caba3d64cdab5c018955a8
ISIC_0000016,ISIC_0000016.JPG,ISIC_0000016_A04_T3_S1_545ce74cbae47821f88024c0.png,A04,T3,S1,545ce74cbae47821f88024c0,234cfa4c37b533adda2e707b577854b8
ISIC_0000017,ISIC_0000017.JPG,ISIC_0000017_A04_T3_S1_545cde26bae47821f88024b4.png,A04,T3,S1,545cde26bae47821f88024b4,52ed4e0ad1e487559186d68b2f7e273c
ISIC_0000018,ISIC_0000018.JPG,ISIC_0000018_A04_T3_S1_545bf011bae47821f88024a7.png,A04,T3,S1,545bf011bae47821f88024a7,b513b4ae212acba8445c0ef532476662
ISIC_0000019,ISIC_0000019.JPG,ISIC_0000019_A04_T1_S1_545beb1abae47821f880249e.png,A04,T1,S1,545beb1abae47821f880249e,1fc96d91f03ac6a8763fc5b9f7ac40fe
ISIC_0000020,ISIC_0000020.JPG,ISIC_0000020_A04_T3_S1_545be875bae47821f8802494.png,A04,T3,S1,545be875bae47821f8802494,586696184c5689f1289e0a421a94096a
ISIC_0000021,ISIC_0000021.JPG,ISIC_0000021_A04_T3_S1_545be818bae47821f880248d.png,A04,T3,S1,545be818bae47821f880248d,ad37a8f4e476e0373c0fbdf955d94b25
ISIC_0000022,ISIC_0000022.JPG,ISIC_0000022_A04_T3_S2_545be7e2bae47821f880248a.png,A04,T3,S2,545be7e2bae47821f880248a,d6938748302fec1011233509dbc3c75e
ISIC_0000022,ISIC_0000022.JPG,ISIC_0000022_A03_T1_S1_57be08459fc3c1434763a315.png,A03,T1,S1,57be08459fc3c1434763a315,c741d563cb45121a91974d4a6ffad91e
ISIC_0000022,ISIC_0000022.JPG,ISIC_0000022_A06_T1_S1_54ea8cdabae47871b5e00d42.png,A06,T1,S1,54ea8cdabae47871b5e00d42,7848ff2671ca444f74f7355b5d29d3f2
ISIC_0000022,ISIC_0000022.JPG,ISIC_0000022_A02_T1_S1_57c0475c9fc3c158f2bd0e20.png,A02,T1,S1,57c0475c9fc3c158f2bd0e20,e3274393223c5edf625f47ae345636ed
ISIC_0000023,ISIC_0000023.JPG,ISIC_0000023_A04_T3_S1_545be779bae47821f8802487.png,A04,T3,S1,545be779bae47821f8802487,916222d4d8fea771e7d9c745e3b08bd2
ISIC_0000024,ISIC_0000024.JPG,ISIC_0000024_A04_T3_S2_545be723bae47821f8802484.png,A04,T3,S2,545be723bae47821f8802484,d09bec7a624bf18c451b2143e531c6bc
ISIC_0000024,ISIC_0000024.JPG,ISIC_0000024_A06_T1_S1_54ea8d26bae47871b5e00d50.png,A06,T1,S1,54ea8d26bae47871b5e00d50,39ae010de58d222b6a60cf1b5cf510ee
ISIC_0000025,ISIC_0000025.JPG,ISIC_0000025_A04_T3_S1_545be6b2bae47821f8802481.png,A04,T3,S1,545be6b2bae47821f8802481,8faaafd3dc3910c34eaf19a782f0c72d
ISIC_0000026,ISIC_0000026.JPG,ISIC_0000026_A06_T1_S1_54ea8d71bae47871b5e00d5c.png,A06,T1,S1,54ea8d71bae47871b5e00d5c,8039badc45780fe2d4d68f8d49278536
ISIC_0000026,ISIC_0000026.JPG,ISIC_0000026_A04_T3_S2_545be688bae47821f880247e.png,A04,T3,S2,545be688bae47821f880247e,2d72bb0f785cd7eea4e1434f15d69bd4
ISIC_0000027,ISIC_0000027.JPG,ISIC_0000027_A04_T3_S1_545be610bae47821f880247b.png,A04,T3,S1,545be610bae47821f880247b,f97a4dd0158c863dc99b15a0df323740
ISIC_0000028,ISIC_0000028.JPG,ISIC_0000028_A04_T3_S1_545be48ebae47821f8802478.png,A04,T3,S1,545be48ebae47821f8802478,c366b833b72bc1b887c487a24b284914
ISIC_0000029,ISIC_0000029.JPG,ISIC_0000029_A04_T3_S1_545be332bae47821f8802475.png,A04,T3,S1,545be332bae47821f8802475,2a896b7434493911aa90c3ed02823d2f
ISIC_0000030,ISIC_0000030.JPG,ISIC_0000030_A04_T1_S1_545be11dbae47821f8802472.png,A04,T1,S1,545be11dbae47821f8802472,d97de19c23e6ff1e01f08d2585b17bf1
ISIC_0000031,ISIC_0000031.JPG,ISIC_0000031_A06_T1_S1_54ea8e59bae47871b5e00d7c.png,A06,T1,S1,54ea8e59bae47871b5e00d7c,b25267687fce4ca798b6d7ebba8805e1
ISIC_0000031,ISIC_0000031.JPG,ISIC_0000031_A04_T1_S2_545bdbbbbae47821f880246f.png,A04,T1,S2,545bdbbbbae47821f880246f,c71b84ac406a04ebf62b69642d9fca20
ISIC_0000032,ISIC_0000032.JPG,ISIC_0000032_A04_T1_S1_545bdb55bae47821f880246c.png,A04,T1,S1,545bdb55bae47821f880246c,15992dba4af1608ee1312167896e4b05
ISIC_0000033,ISIC_0000033.JPG,ISIC_0000033_A04_T1_S1_545bdaf4bae47821f8802469.png,A04,T1,S1,545bdaf4bae47821f8802469,3d750739e4e8b673a10f2e58594589b8
ISIC_0000034,ISIC_0000034.JPG,ISIC_0000034_A04_T3_S1_545bda96bae47821f8802466.png,A04,T3,S1,545bda96bae47821f8802466,60aa64cb9344dfb91fa1cb8269ed1b24
ISIC_0000035,ISIC_0000035.JPG,ISIC_0000035_A04_T3_S1_545bda74bae47821f8802463.png,A04,T3,S1,545bda74bae47821f8802463,da419a7276b2dc8819d0f7e75f930576
ISIC_0000036,ISIC_0000036.JPG,ISIC_0000036_A04_T1_S1_545bda61bae47821f8802460.png,A04,T1,S1,545bda61bae47821f8802460,db7b82723a52cf8f13956e34bd9a4e23
ISIC_0000037,ISIC_0000037.JPG,ISIC_0000037_A06_T3_S1_54ea8f1fbae47871b5e00da0.png,A06,T3,S1,54ea8f1fbae47871b5e00da0,14c9e958b1be549f42db1bf76b351c8d
ISIC_0000037,ISIC_0000037.JPG,ISIC_0000037_A04_T3_S2_545bd9a0bae47821f880245d.png,A04,T3,S2,545bd9a0bae47821f880245d,1df460cfd9119d303affd7c37c2ff2ee
ISIC_0000038,ISIC_0000038.JPG,ISIC_0000038_A06_T3_S1_54ea8f6fbae47871b5e00da8.png,A06,T3,S1,54ea8f6fbae47871b5e00da8,cc575d21796e4f72a4624daa8c64e653
ISIC_0000038,ISIC_0000038.JPG,ISIC_0000038_A04_T3_S2_545bd97fbae47821f880245a.png,A04,T3,S2,545bd97fbae47821f880245a,11bc57448b5f61ee728033384ed5dd64
ISIC_0000039,ISIC_0000039.JPG,ISIC_0000039_A04_T3_S1_545bd903bae47821f8802457.png,A04,T3,S1,545bd903bae47821f8802457,aa7965ec31d4a6b0dbd9fb38e75111ec
ISIC_0000040,ISIC_0000040.JPG,ISIC_0000040_A02_T1_S1_57c047769fc3c158f2bd0e21.png,A02,T1,S1,57c047769fc3c158f2bd0e21,73be742106d80309486053cf32963b20
ISIC_0000040,ISIC_0000040.JPG,ISIC_0000040_A04_T3_S1_545bd8d8bae47821f8802454.png,A04,T3,S1,545bd8d8bae47821f8802454,9f61d4521ab5694d42a5a10a68460d1d
ISIC_0000040,ISIC_0000040.JPG,ISIC_0000040_A03_T1_S1_57be088c9fc3c1434763a316.png,A03,T1,S1,57be088c9fc3c1434763a316,a43e6f7abfc2dced7cf4e115701ba0aa
ISIC_0000041,ISIC_0000041.JPG,ISIC_0000041_A04_T3_S1_545bd8a3bae47821f8802451.png,A04,T3,S1,545bd8a3bae47821f8802451,21269875abb2173408efd72391f9f16d
ISIC_0000042,ISIC_0000042.JPG,ISIC_0000042_A04_T1_S1_545bd876bae47821f880244e.png,A04,T1,S1,545bd876bae47821f880244e,2f971a67958a7e4eff4abe083bacab19
ISIC_0000043,ISIC_0000043.JPG,ISIC_0000043_A04_T1_S1_545bd50ebae47821f880244b.png,A04,T1,S1,545bd50ebae47821f880244b,cbda15909433a80c594ea533558acdfe
ISIC_0000044,ISIC_0000044.JPG,ISIC_0000044_A04_T3_S1_545bd47dbae47821f8802448.png,A04,T3,S1,545bd47dbae47821f8802448,19a1d23faa37d8c33bcf53ae6dee4dac
ISIC_0000045,ISIC_0000045.JPG,ISIC_0000045_A06_T3_S1_54ea901cbae47871b5e00dd4.png,A06,T3,S1,54ea901cbae47871b5e00dd4,d227e82b98a6ebf9505be05c33fa4ccd
ISIC_0000045,ISIC_0000045.JPG,ISIC_0000045_A04_T3_S2_545bd2b2bae47821f8802445.png,A04,T3,S2,545bd2b2bae47821f8802445,0ba1fd6dafbea4e65c97661130b4efd0
ISIC_0000046,ISIC_0000046.JPG,ISIC_0000046_A04_T3_S1_545bd29cbae47821f8802442.png,A04,T3,S1,545bd29cbae47821f8802442,ea0a1674eaa8827e710be2e6d8ded567
ISIC_0000047,ISIC_0000047.JPG,ISIC_0000047_A06_T3_S1_54ea909ebae47871b5e00de2.png,A06,T3,S1,54ea909ebae47871b5e00de2,1edb3d2e5d2b9d67e2d5d3b946696aaf
ISIC_0000047,ISIC_0000047.JPG,ISIC_0000047_A04_T3_S2_545bd252bae47821f880243f.png,A04,T3,S2,545bd252bae47821f880243f,7422a3635fe4574c27df2eb01311c13c
ISIC_0000048,ISIC_0000048.JPG,ISIC_0000048_A06_T3_S1_54ea90c4bae47871b5e00de8.png,A06,T3,S1,54ea90c4bae47871b5e00de8,852a04b7f280527583dd3496d5176262
ISIC_0000048,ISIC_0000048.JPG,ISIC_0000048_A04_T3_S2_545bd236bae47821f880243c.png,A04,T3,S2,545bd236bae47821f880243c,976d19487456108c1def000da628cd11
ISIC_0000049,ISIC_0000049.JPG,ISIC_0000049_A06_T1_S1_54ea917bbae47871b5e00df0.png,A06,T1,S1,54ea917bbae47871b5e00df0,36a07099461b7f82d500e65bb8f70977
ISIC_0000049,ISIC_0000049.JPG,ISIC_0000049_A04_T3_S2_545bd216bae47821f8802439.png,A04,T3,S2,545bd216bae47821f8802439,8d9871b8c33b6db9c3518974fbdd5594
ISIC_0000050,ISIC_0000050.JPG,ISIC_0000050_A04_T1_S1_545bd188bae47821f8802436.png,A04,T1,S1,545bd188bae47821f8802436,0c6c52cae949331177261a34bd3d3905
ISIC_0000051,ISIC_0000051.JPG,ISIC_0000051_A04_T3_S1_545bd0f9bae47821f8802433.png,A04,T3,S1,545bd0f9bae47821f8802433,cadb6fea8243597c84d049a3ee58f1a1
ISIC_0000052,ISIC_0000052.JPG,ISIC_0000052_A06_T3_S1_568b2aa49fc3c126c063fe86.png,A06,T3,S1,568b2aa49fc3c126c063fe86,ad8f10c43da228469f7c4a2e2087289c
ISIC_0000052,ISIC_0000052.JPG,ISIC_0000052_A04_T3_S1_545bd0d4bae47821f8802430.png,A04,T3,S1,545bd0d4bae47821f8802430,58545e051799cd1e07d55c3c1aec4ac1
ISIC_0000053,ISIC_0000053.JPG,ISIC_0000053_A03_T1_S1_57be08aa9fc3c1434763a317.png,A03,T1,S1,57be08aa9fc3c1434763a317,565e3abe13a250b78945893a4ebc772d
ISIC_0000053,ISIC_0000053.JPG,ISIC_0000053_A04_T3_S1_545bd08ebae47821f880242d.png,A04,T3,S1,545bd08ebae47821f880242d,8f41959b024881a1dde2c7daf0a72ebf
ISIC_0000053,ISIC_0000053.JPG,ISIC_0000053_A02_T1_S1_57c047979fc3c158f2bd0e22.png,A02,T1,S1,57c047979fc3c158f2bd0e22,224fea26e701e3e6317fba970b34cba0
ISIC_0000054,ISIC_0000054.JPG,ISIC_0000054_A04_T3_S1_545bd05abae47821f880242a.png,A04,T3,S1,545bd05abae47821f880242a,a54f8318e5a9cc7c0890cd1f5fd0c810
ISIC_0000055,ISIC_0000055.JPG,ISIC_0000055_A06_T3_S1_54ea9263bae47871b5e00e16.png,A06,T3,S1,54ea9263bae47871b5e00e16,173e6ffe2d2ce88ec5a09545be8547ec
ISIC_0000055,ISIC_0000055.JPG,ISIC_0000055_A04_T3_S2_545bd04abae47821f8802427.png,A04,T3,S2,545bd04abae47821f8802427,aee716a3243bfedf457bb7df4f1fafa5
ISIC_0000056,ISIC_0000056.JPG,ISIC_0000056_A02_T1_S1_57c047b09fc3c158f2bd0e23.png,A02,T1,S1,57c047b09fc3c158f2bd0e23,928afd297808a92e3ee8d9deaa5ecfa8
ISIC_0000056,ISIC_0000056.JPG,ISIC_0000056_A04_T3_S1_545bd026bae47821f8802424.png,A04,T3,S1,545bd026bae47821f8802424,2a42378a8f99f35c30deef6dcb98d586
ISIC_0000056,ISIC_0000056.JPG,ISIC_0000056_A03_T1_S1_57be08d49fc3c1434763a318.png,A03,T1,S1,57be08d49fc3c1434763a318,dca01e9c117ee523b3bc6a32e9a9cbdf
ISIC_0000057,ISIC_0000057.JPG,ISIC_0000057_A04_T3_S1_545bcfe9bae47821f8802421.png,A04,T3,S1,545bcfe9bae47821f8802421,22b5ec927e7044aa1dd587f9c68a7fb1
ISIC_0000058,ISIC_0000058.JPG,ISIC_0000058_A06_T1_S1_54ea932dbae47871b5e00e28.png,A06,T1,S1,54ea932dbae47871b5e00e28,f5136f92c108aca6480329c53568dd29
ISIC_0000058,ISIC_0000058.JPG,ISIC_0000058_A04_T3_S2_545bcfd1bae47821f880241e.png,A04,T3,S2,545bcfd1bae47821f880241e,29e84e7764b4f406d13a83e7096c29b1
ISIC_0000059,ISIC_0000059.JPG,ISIC_0000059_A04_T1_S1_545bcd44bae47821f880241b.png,A04,T1,S1,545bcd44bae47821f880241b,35e5e4a25588840993a9572cca946b0d
ISIC_0000060,ISIC_0000060.JPG,ISIC_0000060_A06_T1_S1_54ea9367bae47871b5e00e34.png,A06,T1,S1,54ea9367bae47871b5e00e34,64f4e5aee3f7706f723ce68cc54bd8ed
ISIC_0000060,ISIC_0000060.JPG,ISIC_0000060_A04_T3_S2_545bcccabae47821f8802418.png,A04,T3,S2,545bcccabae47821f8802418,2c9f2c63cb4b065eab3e4fc856ff49d8
ISIC_0000061,ISIC_0000061.JPG,ISIC_0000061_A04_T3_S1_545bcc88bae47821f8802415.png,A04,T3,S1,545bcc88bae47821f8802415,7d8edbcc0ebf3ff6bfc0b185c312347d
ISIC_0000062,ISIC_0000062.JPG,ISIC_0000062_A04_T3_S1_545bcc60bae47821f8802412.png,A04,T3,S1,545bcc60bae47821f8802412,7faf8c30f97159dfc769a5efb06239c8
ISIC_0000063,ISIC_0000063.JPG,ISIC_0000063_A04_T3_S1_545bcc41bae47821f880240f.png,A04,T3,S1,545bcc41bae47821f880240f,c5ae8b03eb0e47fdbe67c438a6bb0d27
ISIC_0000063,ISIC_0000063.JPG,ISIC_0000063_A06_T3_S1_568b401c9fc3c126c063ff25.png,A06,T3,S1,568b401c9fc3c126c063ff25,867e81d6e539d8eb6ecf1c62d4a7728e
ISIC_0000064,ISIC_0000064.JPG,ISIC_0000064_A04_T3_S1_545bcc1ebae47821f880240c.png,A04,T3,S1,545bcc1ebae47821f880240c,2c494eb1918c20cc0699990426cf5351
ISIC_0000065,ISIC_0000065.JPG,ISIC_0000065_A04_T3_S1_545bcc01bae47821f8802409.png,A04,T3,S1,545bcc01bae47821f8802409,3a0b9f39f1eff33d9cdbff1e5e460e5a
ISIC_0000066,ISIC_0000066.JPG,ISIC_0000066_A04_T3_S2_545bcba0bae47821f8802406.png,A04,T3,S2,545bcba0bae47821f8802406,f19be28b5ba953eefa2086cfe6b195dc
ISIC_0000066,ISIC_0000066.JPG,ISIC_0000066_A06_T3_S1_54ea93fbbae47871b5e00e58.png,A06,T3,S1,54ea93fbbae47871b5e00e58,8c2877e671a9bcf86c7a921d8868c7b7
ISIC_0000067,ISIC_0000067.JPG,ISIC_0000067_A04_T3_S1_545bcb03bae47821f8802403.png,A04,T3,S1,545bcb03bae47821f8802403,181aba0c1c1d923a62b399d7528175a3
ISIC_0000068,ISIC_0000068.JPG,ISIC_0000068_A04_T3_S1_545bc929bae47821f8802400.png,A04,T3,S1,545bc929bae47821f8802400,9b844d9679725101f2c93758bdea1617
ISIC_0000069,ISIC_0000069.JPG,ISIC_0000069_A04_T3_S1_545bc90dbae47821f88023fd.png,A04,T3,S1,545bc90dbae47821f88023fd,8b8c9003f95192eae63adc8740be1376
ISIC_0000070,ISIC_0000070.JPG,ISIC_0000070_A04_T1_S2_545bc8e4bae47821f88023fa.png,A04,T1,S2,545bc8e4bae47821f88023fa,070bb6de05f9e0410c438c9a7a1aa783
ISIC_0000070,ISIC_0000070.JPG,ISIC_0000070_A06_T1_S1_54ea9483bae47871b5e00e72.png,A06,T1,S1,54ea9483bae47871b5e00e72,8d884076bee4449817c465ade4f932e9
ISIC_0000071,ISIC_0000071.JPG,ISIC_0000071_A06_T3_S1_54ea94acbae47871b5e00e78.png,A06,T3,S1,54ea94acbae47871b5e00e78,9206b845c9ef8bd7a9782c77ebcc4c9d
ISIC_0000071,ISIC_0000071.JPG,ISIC_0000071_A04_T3_S2_545bc87abae47821f88023f7.png,A04,T3,S2,545bc87abae47821f88023f7,a6f1c302feaf58aca7423bc7540ee434
ISIC_0000072,ISIC_0000072.JPG,ISIC_0000072_A04_T3_S2_545bc85dbae47821f88023f4.png,A04,T3,S2,545bc85dbae47821f88023f4,2e81154e9622b74d49ba96986ab2789f
ISIC_0000072,ISIC_0000072.JPG,ISIC_0000072_A06_T3_S1_54ea94d1bae47871b5e00e7e.png,A06,T3,S1,54ea94d1bae47871b5e00e7e,c962f88c9a7df58d3388079c71ef6d27
ISIC_0000073,ISIC_0000073.JPG,ISIC_0000073_A04_T3_S1_545bc7f8bae47821f88023f1.png,A04,T3,S1,545bc7f8bae47821f88023f1,2e3d772a0779f9fcbd82054de282186e
ISIC_0000074,ISIC_0000074.JPG,ISIC_0000074_A04_T1_S1_545bc7e0bae47821f88023ee.png,A04,T1,S1,545bc7e0bae47821f88023ee,20604d5967af8f2faf7da11bde523bc7
ISIC_0000075,ISIC_0000075.JPG,ISIC_0000075_A04_T3_S1_545bc768bae47821f88023eb.png,A04,T3,S1,545bc768bae47821f88023eb,4364de3469b9f91b29a688b28f079cc6
ISIC_0000076,ISIC_0000076.JPG,ISIC_0000076_A04_T1_S1_545bc73ebae47821f88023e8.png,A04,T1,S1,545bc73ebae47821f88023e8,d38d6eee04056685b7409a9969f1e62f
ISIC_0000077,ISIC_0000077.JPG,ISIC_0000077_A04_T1_S2_545bc6e4bae47821f88023e5.png,A04,T1,S2,545bc6e4bae47821f88023e5,58077df490badd880ab38088f3f954ad
ISIC_0000077,ISIC_0000077.JPG,ISIC_0000077_A06_T1_S1_54ea9e4abae47871b5e01074.png,A06,T1,S1,54ea9e4abae47871b5e01074,e944a1133d4fecdba8ca85694c924da9
ISIC_0000078,ISIC_0000078.JPG,ISIC_0000078_A06_T3_S1_54ea9e6cbae47871b5e0107a.png,A06,T3,S1,54ea9e6cbae47871b5e0107a,7cfaac543fc8533cd0aefc54bdf7531e
ISIC_0000078,ISIC_0000078.JPG,ISIC_0000078_A04_T3_S2_545bc676bae47821f88023e2.png,A04,T3,S2,545bc676bae47821f88023e2,3a33b354deedc2106a56c905c7dc34d8
ISIC_0000079,ISIC_0000079.JPG,ISIC_0000079_A04_T3_S1_545bc56abae47821f88023df.png,A04,T3,S1,545bc56abae47821f88023df,47fafb738f9682b654eed4660d421d87
ISIC_0000080,ISIC_0000080.JPG,ISIC_0000080_A04_T3_S1_545bc50ebae47821f88023dc.png,A04,T3,S1,545bc50ebae47821f88023dc,a2d643b74619bbad1e37f89adba8411b
ISIC_0000081,ISIC_0000081.JPG,ISIC_0000081_A04_T3_S1_545bc4f4bae47821f88023d9.png,A04,T3,S1,545bc4f4bae47821f88023d9,49c0bc1acd9240b2cc9c5b51e751af38
ISIC_0000082,ISIC_0000082.JPG,ISIC_0000082_A04_T3_S1_545ba91ebae47821f88023d6.png,A04,T3,S1,545ba91ebae47821f88023d6,ae0197c85a9c8fe5721d65d072f10c95
ISIC_0000083,ISIC_0000083.JPG,ISIC_0000083_A04_T3_S1_545ba8b7bae47821f88023d3.png,A04,T3,S1,545ba8b7bae47821f88023d3,1f19619880a83301f9c6e23912d3ce79
ISIC_0000084,ISIC_0000084.JPG,ISIC_0000084_A04_T3_S1_545ba87cbae47821f88023d0.png,A04,T3,S1,545ba87cbae47821f88023d0,4f11995dc782a632e34f4accf62467c8
ISIC_0000085,ISIC_0000085.JPG,ISIC_0000085_A04_T3_S1_545ba857bae47821f88023cd.png,A04,T3,S1,545ba857bae47821f88023cd,72e9136edb671c9e90004385f0eca542
ISIC_0000086,ISIC_0000086.JPG,ISIC_0000086_A04_T3_S1_545ba82ebae47821f88023ca.png,A04,T3,S1,545ba82ebae47821f88023ca,11a39d346f10695d455ecaed26ff6f28
ISIC_0000087,ISIC_0000087.JPG,ISIC_0000087_A04_T3_S1_545ba80abae47821f88023c7.png,A04,T3,S1,545ba80abae47821f88023c7,a87156165e8c9043ff8de1e13dcf4402
ISIC_0000088,ISIC_0000088.JPG,ISIC_0000088_A06_T3_S1_568b38179fc3c126c063fee3.png,A06,T3,S1,568b38179fc3c126c063fee3,a37ed1b79f01d9b79dc6d3aa4daa8e22
ISIC_0000088,ISIC_0000088.JPG,ISIC_0000088_A04_T3_S1_545ba78ebae47821f88023c4.png,A04,T3,S1,545ba78ebae47821f88023c4,0269b74a65f5127ec308bbfd627b4b8f
ISIC_0000089,ISIC_0000089.JPG,ISIC_0000089_A04_T3_S1_545ba6febae47821f88023c1.png,A04,T3,S1,545ba6febae47821f88023c1,e7f46fc37aec9e3cf7e3987b645db66f
ISIC_0000090,ISIC_0000090.JPG,ISIC_0000090_A04_T1_S1_545ba64fbae47821f88023be.png,A04,T1,S1,545ba64fbae47821f88023be,6a5414c1f043e5c674fa9a79ca957da8
ISIC_0000091,ISIC_0000091.JPG,ISIC_0000091_A04_T1_S1_545ba511bae47821f88023bb.png,A04,T1,S1,545ba511bae47821f88023bb,eaeee2d3c563a2df68f9397b2a1a215c
ISIC_0000092,ISIC_0000092.JPG,ISIC_0000092_A04_T3_S1_545ba4a2bae47821f88023b8.png,A04,T3,S1,545ba4a2bae47821f88023b8,40e327b4cefb4a5d9766abf6257b23c3
ISIC_0000093,ISIC_0000093.JPG,ISIC_0000093_A04_T3_S1_545b9f8dbae47821f88023b5.png,A04,T3,S1,545b9f8dbae47821f88023b5,d1d9b2700445a5165f01089617c700ed
ISIC_0000094,ISIC_0000094.JPG,ISIC_0000094_A04_T1_S1_545b9f63bae47821f88023b2.png,A04,T1,S1,545b9f63bae47821f88023b2,591d8796971fe5bbb149a24cca61f8f5
ISIC_0000095,ISIC_0000095.JPG,ISIC_0000095_A04_T1_S1_545b9f0cbae47821f88023af.png,A04,T1,S1,545b9f0cbae47821f88023af,6cd360428adf03da23f0b4e78ce32f5c
ISIC_0000096,ISIC_0000096.JPG,ISIC_0000096_A04_T1_S1_545b9ec2bae47821f88023ac.png,A04,T1,S1,545b9ec2bae47821f88023ac,609bbd6ec28467af8912a4c5ab78554c
ISIC_0000097,ISIC_0000097.JPG,ISIC_0000097_A04_T3_S1_545b9e30bae47821f88023a9.png,A04,T3,S1,545b9e30bae47821f88023a9,1598a9e6559d2cab17626e6ae4b28167
ISIC_0000098,ISIC_0000098.JPG,ISIC_0000098_A04_T3_S1_545b9db4bae47821f88023a6.png,A04,T3,S1,545b9db4bae47821f88023a6,6bb0f55aac7c946fad2cb6e3ebe5d248
ISIC_0000099,ISIC_0000099.JPG,ISIC_0000099_A06_T1_S1_54eb26ffbae47871b5e0118c.png,A06,T1,S1,54eb26ffbae47871b5e0118c,92dca9eb8494f99299fd2ca6b974cc4e
