ISIC_id,img_filename,seg_filename,annotator,tool,skill_level,mskObjectID,mask_md5
ISIC_0000024,ISIC_0000024.JPG,ISIC_0000024_A04_T3_S2_545be723bae47821f8802484.png,A04,T3,S2,545be723bae47821f8802484,d09bec7a624bf18c451b2143e531c6bc
ISIC_0000024,ISIC_0000024.JPG,ISIC_0000024_A06_T1_S1_54ea8d26bae47871b5e00d50.png,A06,T1,S1,54ea8d26bae47871b5e00d50,39ae010de58d222b6a60cf1b5cf510ee
ISIC_0000026,ISIC_0000026.JPG,ISIC_0000026_A06_T1_S1_54ea8d71bae47871b5e00d5c.png,A06,T1,S1,54ea8d71bae47871b5e00d5c,8039badc45780fe2d4d68f8d49278536
ISIC_0000026,ISIC_0000026.JPG,ISIC_0000026_A04_T3_S2_545be688bae47821f880247e.png,A04,T3,S2,545be688bae47821f880247e,2d72bb0f785cd7eea4e1434f15d69bd4
ISIC_0000031,ISIC_0000031.JPG,ISIC_0000031_A06_T1_S1_54ea8e59bae47871b5e00d7c.png,A06,T1,S1,54ea8e59bae47871b5e00d7c,b25267687fce4ca798b6d7ebba8805e1
ISIC_0000031,ISIC_0000031.JPG,ISIC_0000031_A04_T1_S2_545bdbbbbae47821f880246f.png,A04,T1,S2,545bdbbbbae47821f880246f,c71b84ac406a04ebf62b69642d9fca20
ISIC_0000037,ISIC_0000037.JPG,ISIC_0000037_A06_T3_S1_54ea8f1fbae47871b5e00da0.png,A06,T3,S1,54ea8f1fbae47871b5e00da0,14c9e958b1be549f42db1bf76b351c8d
ISIC_0000037,ISIC_0000037.JPG,ISIC_0000037_A04_T3_S2_545bd9a0bae47821f880245d.png,A04,T3,S2,545bd9a0bae47821f880245d,1df460cfd9119d303affd7c37c2ff2ee
ISIC_0000038,ISIC_0000038.JPG,ISIC_0000038_A06_T3_S1_54ea8f6fbae47871b5e00da8.png,A06,T3,S1,54ea8f6fbae47871b5e00da8,cc575d21796e4f72a4624daa8c64e653
ISIC_0000038,ISIC_0000038.JPG,ISIC_0000038_A04_T3_S2_545bd97fbae47821f880245a.png,A04,T3,S2,545bd97fbae47821f880245a,11bc57448b5f61ee728033384ed5dd64
ISIC_0000040,ISIC_0000040.JPG,ISIC_0000040_A02_T1_S1_57c047769fc3c158f2bd0e21.png,A02,T1,S1,57c047769fc3c158f2bd0e21,73be742106d80309486053cf32963b20
ISIC_0000040,ISIC_0000040.JPG,ISIC_0000040_A04_T3_S1_545bd8d8bae47821f8802454.png,A04,T3,S1,545bd8d8bae47821f8802454,9f61d4521ab5694d42a5a10a68460d1d
ISIC_0000040,ISIC_0000040.JPG,ISIC_0000040_A03_T1_S1_57be088c9fc3c1434763a316.png,A03,T1,S1,57be088c9fc3c1434763a316,a43e6f7abfc2dced7cf4e115701ba0aa
ISIC_0000045,ISIC_0000045.JPG,ISIC_0000045_A06_T3_S1_54ea901cbae47871b5e00dd4.png,A06,T3,S1,54ea901cbae47871b5e00dd4,d227e82b98a6ebf9505be05c33fa4ccd
ISIC_0000045,ISIC_0000045.JPG,ISIC_0000045_A04_T3_S2_545bd2b2bae47821f8802445.png,A04,T3,S2,545bd2b2bae47821f8802445,0ba1fd6dafbea4e65c97661130b4efd0
ISIC_0000047,ISIC_0000047.JPG,ISIC_0000047_A06_T3_S1_54ea909ebae47871b5e00de2.png,A06,T3,S1,54ea909ebae47871b5e00de2,1edb3d2e5d2b9d67e2d5d3b946696aaf
ISIC_0000047,ISIC_0000047.JPG,ISIC_0000047_A04_T3_S2_545bd252bae47821f880243f.png,A04,T3,S2,545bd252bae47821f880243f,7422a3635fe4574c27df2eb01311c13c
ISIC_0000048,ISIC_0000048.JPG,ISIC_0000048_A06_T3_S1_54ea90c4bae47871b5e00de8.png,A06,T3,S1,54ea90c4bae47871b5e00de8,852a04b7f280527583dd3496d5176262
ISIC_0000048,ISIC_0000048.JPG,ISIC_0000048_A04_T3_S2_545bd236bae47821f880243c.png,A04,T3,S2,545bd236bae47821f880243c,976d19487456108c1def000da628cd11
ISIC_0000049,ISIC_0000049.JPG,ISIC_0000049_A06_T1_S1_54ea917bbae47871b5e00df0.png,A06,T1,S1,54ea917bbae47871b5e00df0,36a07099461b7f82d500e65bb8f70977
ISIC_0000049,ISIC_0000049.JPG,ISIC_0000049_A04_T3_S2_545bd216bae47821f8802439.png,A04,T3,S2,545bd216bae47821f8802439,8d9871b8c33b6db9c3518974fbdd5594
ISIC_0000052,ISIC_0000052.JPG,ISIC_0000052_A06_T3_S1_568b2aa49fc3c126c063fe86.png,A06,T3,S1,568b2aa49fc3c126c063fe86,ad8f10c43da228469f7c4a2e2087289c
ISIC_0000052,ISIC_0000052.JPG,ISIC_0000052_A04_T3_S1_545bd0d4bae47821f8802430.png,A04,T3,S1,545bd0d4bae47821f8802430,58545e051799cd1e07d55c3c1aec4ac1
ISIC_0000053,ISIC_0000053.JPG,ISIC_0000053_A03_T1_S1_57be08aa9fc3c1434763a317.png,A03,T1,S1,57be08aa9fc3c1434763a317,565e3abe13a250b78945893a4ebc772d
ISIC_0000053,ISIC_0000053.JPG,ISIC_0000053_A04_T3_S1_545bd08ebae47821f880242d.png,A04,T3,S1,545bd08ebae47821f880242d,8f41959b024881a1dde2c7daf0a72ebf
ISIC_0000053,ISIC_0000053.JPG,ISIC_0000053_A02_T1_S1_57c047979fc3c158f2bd0e22.png,A02,T1,S1,57c047979fc3c158f2bd0e22,224fea26e701e3e6317fba970b34cba0
ISIC_0000055,ISIC_0000055.JPG,ISIC_0000055_A06_T3_S1_54ea9263bae47871b5e00e16.png,A06,T3,S1,54ea9263bae47871b5e00e16,173e6ffe2d2ce88ec5a09545be8547ec
ISIC_0000055,ISIC_0000055.JPG,ISIC_0000055_A04_T3_S2_545bd04abae47821f8802427.png,A04,T3,S2,545bd04abae47821f8802427,aee716a3243bfedf457bb7df4f1fafa5
ISIC_0000056,ISIC_0000056.JPG,ISIC_0000056_A02_T1_S1_57c047b09fc3c158f2bd0e23.png,A02,T1,S1,57c047b09fc3c158f2bd0e23,928afd297808a92e3ee8d9deaa5ecfa8
ISIC_0000056,ISIC_0000056.JPG,ISIC_0000056_A04_T3_S1_545bd026bae47821f8802424.png,A04,T3,S1,545bd026bae47821f8802424,2a42378a8f99f35c30deef6dcb98d586
ISIC_0000056,ISIC_0000056.JPG,ISIC_0000056_A03_T1_S1_57be08d49fc3c1434763a318.png,A03,T1,S1,57be08d49fc3c1434763a318,dca01e9c117ee523b3bc6a32e9a9cbdf
ISIC_0000058,ISIC_0000058.JPG,ISIC_0000058_A06_T1_S1_54ea932dbae47871b5e00e28.png,A06,T1,S1,54ea932dbae47871b5e00e28,f5136f92c108aca6480329c53568dd29
ISIC_0000058,ISIC_0000058.JPG,ISIC_0000058_A04_T3_S2_545bcfd1bae47821f880241e.png,A04,T3,S2,545bcfd1bae47821f880241e,29e84e7764b4f406d13a83e7096c29b1
ISIC_0000060,ISIC_0000060.JPG,ISIC_0000060_A06_T1_S1_54ea9367bae47871b5e00e34.png,A06,T1,S1,54ea9367bae47871b5e00e34,64f4e5aee3f7706f723ce68cc54bd8ed
ISIC_0000060,ISIC_0000060.JPG,ISIC_0000060_A04_T3_S2_545bcccabae47821f8802418.png,A04,T3,S2,545bcccabae47821f8802418,2c9f2c63cb4b065eab3e4fc856ff49d8
ISIC_0000063,ISIC_0000063.JPG,ISIC_0000063_A04_T3_S1_545bcc41bae47821f880240f.png,A04,T3,S1,545bcc41bae47821f880240f,c5ae8b03eb0e47fdbe67c438a6bb0d27
ISIC_0000063,ISIC_0000063.JPG,ISIC_0000063_A06_T3_S1_568b401c9fc3c126c063ff25.png,A06,T3,S1,568b401c9fc3c126c063ff25,867e81d6e539d8eb6ecf1c62d4a7728e
ISIC_0000066,ISIC_0000066.JPG,ISIC_0000066_A04_T3_S2_545bcba0bae47821f8802406.png,A04,T3,S2,545bcba0bae47821f8802406,f19be28b5ba953eefa2086cfe6b195dc
ISIC_0000066,ISIC_0000066.JPG,ISIC_0000066_A06_T3_S1_54ea93fbbae47871b5e00e58.png,A06,T3,S1,54ea93fbbae47871b5e00e58,8c2877e671a9bcf86c7a921d8868c7b7
ISIC_0000070,ISIC_0000070.JPG,ISIC_0000070_A04_T1_S2_545bc8e4bae47821f88023fa.png,A04,T1,S2,545bc8e4bae47821f88023fa,070bb6de05f9e0410c438c9a7a1aa783
ISIC_0000070,ISIC_0000070.JPG,ISIC_0000070_A06_T1_S1_54ea9483bae47871b5e00e72.png,A06,T1,S1,54ea9483bae47871b5e00e72,8d884076bee4449817c465ade4f932e9
ISIC_0000071,ISIC_0000071.JPG,ISIC_0000071_A06_T3_S1_54ea94acbae47871b5e00e78.png,A06,T3,S1,54ea94acbae47871b5e00e78,9206b845c9ef8bd7a9782c77ebcc4c9d
ISIC_0000071,ISIC_0000071.JPG,ISIC_0000071_A04_T3_S2_545bc87abae47821f88023f7.png,A04,T3,S2,545bc87abae47821f88023f7,a6f1c302feaf58aca7423bc7540ee434
ISIC_0000072,ISIC_0000072.JPG,ISIC_0000072_A04_T3_S2_545bc85dbae47821f88023f4.png,A04,T3,S2,545bc85dbae47821f88023f4,2e81154e9622b74d49ba96986ab2789f
ISIC_0000072,ISIC_0000072.JPG,ISIC_0000072_A06_T3_S1_54ea94d1bae47871b5e00e7e.png,A06,T3,S1,54ea94d1bae47871b5e00e7e,c962f88c9a7df58d3388079c71ef6d27
ISIC_0000077,ISIC_0000077.JPG,ISIC_0000077_A04_T1_S2_545bc6e4bae47821f88023e5.png,A04,T1,S2,545bc6e4bae47821f88023e5,58077df490badd880ab38088f3f954ad
ISIC_0000077,ISIC_0000077.JPG,ISIC_0000077_A06_T1_S1_54ea9e4abae47871b5e01074.png,A06,T1,S1,54ea9e4abae47871b5e01074,e944a1133d4fecdba8ca85694c924da9
ISIC_0000078,ISIC_0000078.JPG,ISIC_0000078_A06_T3_S1_54ea9e6cbae47871b5e0107a.png,A06,T3,S1,54ea9e6cbae47871b5e0107a,7cfaac543fc8533cd0aefc54bdf7531e
ISIC_0000078,ISIC_0000078.JPG,ISIC_0000078_A04_T3_S2_545bc676bae47821f88023e2.png,A04,T3,S2,545bc676bae47821f88023e2,3a33b354deedc2106a56c905c7dc34d8
ISIC_0000088,ISIC_0000088.JPG,ISIC_0000088_A06_T3_S1_568b38179fc3c126c063fee3.png,A06,T3,S1,568b38179fc3c126c063fee3,a37ed1b79f01d9b79dc6d3aa4daa8e22
ISIC_0000088,ISIC_0000088.JPG,ISIC_0000088_A04_T3_S1_545ba78ebae47821f88023c4.png,A04,T3,S1,545ba78ebae47821f88023c4,0269b74a65f5127ec308bbfd627b4b8f
ISIC_0000099,ISIC_0000099.JPG,ISIC_0000099_A06_T1_S1_54eb26ffbae47871b5e0118c.png,A06,T1,S1,54eb26ffbae47871b5e0118c,92dca9eb8494f99299fd2ca6b974cc4e
ISIC_0000099,ISIC_0000099.JPG,ISIC_0000099_A04_T3_S2_545b9d8dbae47821f88023a3.png,A04,T3,S2,545b9d8dbae47821f88023a3,1387ffd08f58fab02bbc3ae8de36b14a
ISIC_0000100,ISIC_0000100.JPG,ISIC_0000100_A04_T1_S2_545aa01fbae47821f88023a0.png,A04,T1,S2,545aa01fbae47821f88023a0,e8275b5a993e001fd9f1658561766d9f
ISIC_0000100,ISIC_0000100.JPG,ISIC_0000100_A06_T1_S1_54eb272abae47871b5e01192.png,A06,T1,S1,54eb272abae47871b5e01192,7ecef26e70d72497a5f1f4f1321ba051
ISIC_0000104,ISIC_0000104.JPG,ISIC_0000104_A04_T3_S1_545a99fcbae47821f8802394.png,A04,T3,S1,545a99fcbae47821f8802394,9d750b2f8b7eb1cba7c84876efce1410
ISIC_0000104,ISIC_0000104.JPG,ISIC_0000104_A06_T1_S1_5661a6509fc3c147bbd698ca.png,A06,T1,S1,5661a6509fc3c147bbd698ca,fbb750eab8d0ebb8378b12ccfb683270
ISIC_0000105,ISIC_0000105.JPG,ISIC_0000105_A06_T3_S1_565f45ad9fc3c1045c4bdcb9.png,A06,T3,S1,565f45ad9fc3c1045c4bdcb9,1f9fe55445e22b05725b10b43f04060e
ISIC_0000105,ISIC_0000105.JPG,ISIC_0000105_A04_T3_S2_545a97a5bae47821f8802391.png,A04,T3,S2,545a97a5bae47821f8802391,1e489354c98c042e99d6d41856fdebb6
ISIC_0000110,ISIC_0000110.JPG,ISIC_0000110_A04_T1_S2_545a8eb5bae47821f8802382.png,A04,T1,S2,545a8eb5bae47821f8802382,b72fb487a625527490f5b4dfef86f1ad
ISIC_0000110,ISIC_0000110.JPG,ISIC_0000110_A06_T1_S1_566576d49fc3c147bbd6ae36.png,A06,T1,S1,566576d49fc3c147bbd6ae36,c0d6f7a592a4c3d5972017e1a72ba1db
ISIC_0000112,ISIC_0000112.JPG,ISIC_0000112_A04_T1_S2_545a8d84bae47821f880237c.png,A04,T1,S2,545a8d84bae47821f880237c,be632693002fe4310671adf6779c8a6c
ISIC_0000112,ISIC_0000112.JPG,ISIC_0000112_A06_T1_S1_566575fe9fc3c147bbd6ae00.png,A06,T1,S1,566575fe9fc3c147bbd6ae00,0abd0d69d542479abb8ecb4996d107be
ISIC_0000113,ISIC_0000113.JPG,ISIC_0000113_A06_T1_S1_565f496e9fc3c1045c4bdd73.png,A06,T1,S1,565f496e9fc3c1045c4bdd73,aad1c02ab2712b27534a69957e35b4d7
ISIC_0000113,ISIC_0000113.JPG,ISIC_0000113_A04_T3_S2_545a8cf5bae47821f8802379.png,A04,T3,S2,545a8cf5bae47821f8802379,ac4e855609d4309b317e7275418041e7
ISIC_0000114,ISIC_0000114.JPG,ISIC_0000114_A04_T3_S2_545a8c99bae47821f8802376.png,A04,T3,S2,545a8c99bae47821f8802376,b99223537cd64c39c2de4ea80c57a6b4
ISIC_0000114,ISIC_0000114.JPG,ISIC_0000114_A06_T1_S1_5661f1209fc3c147bbd6a668.png,A06,T1,S1,5661f1209fc3c147bbd6a668,9422d3c6e0ad05bfde7516e99ba4c182
ISIC_0000115,ISIC_0000115.JPG,ISIC_0000115_A04_T1_S1_545a8c74bae47821f8802373.png,A04,T1,S1,545a8c74bae47821f8802373,f9d2238c021b0a1172d701dfe66ccd9e
ISIC_0000115,ISIC_0000115.JPG,ISIC_0000115_A03_T1_S1_57be08e99fc3c1434763a319.png,A03,T1,S1,57be08e99fc3c1434763a319,d662a38064718b6880f186953d0e6c49
ISIC_0000115,ISIC_0000115.JPG,ISIC_0000115_A02_T1_S1_57c047e19fc3c158f2bd0e24.png,A02,T1,S1,57c047e19fc3c158f2bd0e24,7ffb2d94ba8400d7f6aaa34889af3a90
ISIC_0000117,ISIC_0000117.JPG,ISIC_0000117_A04_T3_S2_545a8ad4bae47821f880236d.png,A04,T3,S2,545a8ad4bae47821f880236d,2c7b4f18994436d84fc7d84345fd8f60
ISIC_0000117,ISIC_0000117.JPG,ISIC_0000117_A06_T1_S1_5661a9539fc3c147bbd69948.png,A06,T1,S1,5661a9539fc3c147bbd69948,af42a4593701fea0c6b91319381b5bb3
ISIC_0000122,ISIC_0000122.JPG,ISIC_0000122_A04_T3_S2_545a76d3bae47821f880235e.png,A04,T3,S2,545a76d3bae47821f880235e,497896d35974adb7e94a562e0f685472
ISIC_0000122,ISIC_0000122.JPG,ISIC_0000122_A06_T1_S1_565f4c889fc3c1045c4bde3f.png,A06,T1,S1,565f4c889fc3c1045c4bde3f,b94fa0705be2f0fdbba371570bd39c4f
ISIC_0000123,ISIC_0000123.JPG,ISIC_0000123_A06_T1_S1_5661aa629fc3c147bbd69966.png,A06,T1,S1,5661aa629fc3c147bbd69966,57cefd4bdd3f5cb030b3bf765cf0e8c2
ISIC_0000123,ISIC_0000123.JPG,ISIC_0000123_A04_T1_S2_545a7600bae47821f880235b.png,A04,T1,S2,545a7600bae47821f880235b,4ede8a2a23b4c26f3f264e71c8d1721e
ISIC_0000124,ISIC_0000124.JPG,ISIC_0000124_A06_T3_S1_566576269fc3c147bbd6ae06.png,A06,T3,S1,566576269fc3c147bbd6ae06,d32c355f23b607051799a537f7cdfef1
ISIC_0000124,ISIC_0000124.JPG,ISIC_0000124_A04_T3_S2_545a748abae47821f8802358.png,A04,T3,S2,545a748abae47821f8802358,3d95c6186208b1853797e135ea48ba64
ISIC_0000125,ISIC_0000125.JPG,ISIC_0000125_A03_T1_S1_57be08fd9fc3c1434763a31a.png,A03,T1,S1,57be08fd9fc3c1434763a31a,79e664b6ef3aefeee174d5e9aed4a59d
ISIC_0000125,ISIC_0000125.JPG,ISIC_0000125_A04_T3_S1_545a7416bae47821f8802355.png,A04,T3,S1,545a7416bae47821f8802355,b3d36b9f9455ff4a67a562a459b3bdea
ISIC_0000125,ISIC_0000125.JPG,ISIC_0000125_A02_T3_S1_57c047e79fc3c158f2bd0e25.png,A02,T3,S1,57c047e79fc3c158f2bd0e25,6e69b9cff6e38274246519662f567d8a
ISIC_0000126,ISIC_0000126.JPG,ISIC_0000126_A06_T1_S1_56603b799fc3c1045c4bdeba.png,A06,T1,S1,56603b799fc3c1045c4bdeba,605608a39a29c0396c7c7cf1cf2d251a
ISIC_0000126,ISIC_0000126.JPG,ISIC_0000126_A03_T1_S1_57be091a9fc3c1434763a31b.png,A03,T1,S1,57be091a9fc3c1434763a31b,880bf1dee1bc003b2979c04cb46c8f36
ISIC_0000126,ISIC_0000126.JPG,ISIC_0000126_A04_T3_S2_545a6f5fbae47821f8802352.png,A04,T3,S2,545a6f5fbae47821f8802352,84ebe2d2a8bfccbfe75c2c80abec1131
ISIC_0000126,ISIC_0000126.JPG,ISIC_0000126_A02_T3_S1_57c047f29fc3c158f2bd0e26.png,A02,T3,S1,57c047f29fc3c158f2bd0e26,a245309ee67084d52a021a9d12d6536a
ISIC_0000129,ISIC_0000129.JPG,ISIC_0000129_A04_T3_S2_545a68aebae47821f8802349.png,A04,T3,S2,545a68aebae47821f8802349,a8f5f5f12644bb6bd145874ba878b642
ISIC_0000129,ISIC_0000129.JPG,ISIC_0000129_A06_T3_S1_5661eccc9fc3c147bbd6a494.png,A06,T3,S1,5661eccc9fc3c147bbd6a494,5d559d4bfb622f94c1b652030563807a
ISIC_0000132,ISIC_0000132.JPG,ISIC_0000132_A02_T1_S1_57c048039fc3c158f2bd0e27.png,A02,T1,S1,57c048039fc3c158f2bd0e27,07f9248f43a427e29ed0810dfa812e19
ISIC_0000132,ISIC_0000132.JPG,ISIC_0000132_A03_T1_S1_57be09319fc3c1434763a31c.png,A03,T1,S1,57be09319fc3c1434763a31c,71a65e59c2f0846a0149afb939a56e6f
ISIC_0000132,ISIC_0000132.JPG,ISIC_0000132_A04_T3_S1_545a6787bae47821f8802340.png,A04,T3,S1,545a6787bae47821f8802340,ff4165fcf2989bb700b727a235fb42bb
ISIC_0000133,ISIC_0000133.JPG,ISIC_0000133_A06_T1_S1_5661abc69fc3c147bbd6999c.png,A06,T1,S1,5661abc69fc3c147bbd6999c,cc936c888c7454f3e36d0c822663caec
ISIC_0000133,ISIC_0000133.JPG,ISIC_0000133_A04_T3_S2_545a675cbae47821f880233d.png,A04,T3,S2,545a675cbae47821f880233d,4df7858fe41d48eae240c3f973992e2e
ISIC_0000134,ISIC_0000134.JPG,ISIC_0000134_A04_T3_S2_545a6701bae47821f880233a.png,A04,T3,S2,545a6701bae47821f880233a,569d6ab0f7dd7647f368e23660d3c668
ISIC_0000134,ISIC_0000134.JPG,ISIC_0000134_A06_T1_S1_5661a6db9fc3c147bbd698e8.png,A06,T1,S1,5661a6db9fc3c147bbd698e8,850f4fa0e1fddfd7fa59d0e7cc110ecc
ISIC_0000138,ISIC_0000138.JPG,ISIC_0000138_A03_T1_S1_57be09509fc3c1434763a31d.png,A03,T1,S1,57be09509fc3c1434763a31d,c32e12505c755b522b0a961a7e20f822
ISIC_0000138,ISIC_0000138.JPG,ISIC_0000138_A02_T1_S1_57c0481d9fc3c158f2bd0e28.png,A02,T1,S1,57c0481d9fc3c158f2bd0e28,bac6de26c7b077ea513bf7d3dd8e0021
ISIC_0000138,ISIC_0000138.JPG,ISIC_0000138_A04_T1_S1_545a6118bae47821f880232e.png,A04,T1,S1,545a6118bae47821f880232e,fc7bbb964857a3ed084d1369dd2d4539
ISIC_0000140,ISIC_0000140.JPG,ISIC_0000140_A06_T1_S1_565f41449fc3c1045c4bdc23.png,A06,T1,S1,565f41449fc3c1045c4bdc23,b7f696cab080322ea278886b99736b90
ISIC_0000140,ISIC_0000140.JPG,ISIC_0000140_A04_T3_S2_545a606ebae47821f8802328.png,A04,T3,S2,545a606ebae47821f8802328,c5f3a35e20d8580de368f1d5cb06a83d
ISIC_0000141,ISIC_0000141.JPG,ISIC_0000141_A04_T1_S1_545a5fdbbae47821f8802325.png,A04,T1,S1,545a5fdbbae47821f8802325,914b9f7cf0a0ac80a30a2536d29090d8
ISIC_0000141,ISIC_0000141.JPG,ISIC_0000141_A02_T3_S1_57c0483b9fc3c158f2bd0e29.png,A02,T3,S1,57c0483b9fc3c158f2bd0e29,0a4d82612895e71b1f1dd8ad0bfed602
ISIC_0000141,ISIC_0000141.JPG,ISIC_0000141_A03_T1_S1_57be09659fc3c1434763a31e.png,A03,T1,S1,57be09659fc3c1434763a31e,0da25000272e7d5c417cfe933ef9203f
ISIC_0000142,ISIC_0000142.JPG,ISIC_0000142_A06_T1_S1_565f460c9fc3c1045c4bdccb.png,A06,T1,S1,565f460c9fc3c1045c4bdccb,868f575a5a3a989e959729ac26fd3e38
ISIC_0000142,ISIC_0000142.JPG,ISIC_0000142_A04_T3_S2_545a5f4dbae47821f8802322.png,A04,T3,S2,545a5f4dbae47821f8802322,6391fd36f51b0880a680626bafd47f41
ISIC_0000143,ISIC_0000143.JPG,ISIC_0000143_A04_T1_S2_545a5ce9bae47821f880231f.png,A04,T1,S2,545a5ce9bae47821f880231f,49b44a0358d0ef6ba07c115d1712e0b1
ISIC_0000143,ISIC_0000143.JPG,ISIC_0000143_A06_T1_S1_5661a8209fc3c147bbd6991e.png,A06,T1,S1,5661a8209fc3c147bbd6991e,e69d3659cc6b762ca61f02835b129667
ISIC_0000144,ISIC_0000144.JPG,ISIC_0000144_A06_T1_S1_5661a9989fc3c147bbd69954.png,A06,T1,S1,5661a9989fc3c147bbd69954,4332c42dc9f9edf6a2dec312b5e21cb3
ISIC_0000144,ISIC_0000144.JPG,ISIC_0000144_A04_T1_S2_545a5b4abae47821f880231c.png,A04,T1,S2,545a5b4abae47821f880231c,a24d19605b4c5082bada299a05c3631d
ISIC_0000149,ISIC_0000149.JPG,ISIC_0000149_A06_T1_S1_565f4a7e9fc3c1045c4bddaf.png,A06,T1,S1,565f4a7e9fc3c1045c4bddaf,9366e39709b87279fee8b1640b9ed159
ISIC_0000149,ISIC_0000149.JPG,ISIC_0000149_A04_T3_S2_545a50a4bae47821f880230d.png,A04,T3,S2,545a50a4bae47821f880230d,719fbf455c2b65443782826400f32ffc
ISIC_0000150,ISIC_0000150.JPG,ISIC_0000150_A06_T1_S1_565f44259fc3c1045c4bdc7d.png,A06,T1,S1,565f44259fc3c1045c4bdc7d,204558f7836013dcf69bd481dfa86a9e
ISIC_0000150,ISIC_0000150.JPG,ISIC_0000150_A04_T1_S2_545a4f61bae47821f880230a.png,A04,T1,S2,545a4f61bae47821f880230a,a4631370d0125bc790422dcf998bda7b
ISIC_0000162,ISIC_0000162.JPG,ISIC_0000162_A04_T3_S2_5459320dbae47821f88022e6.png,A04,T3,S2,5459320dbae47821f88022e6,9b83b4c030730719ec052b62515de176
ISIC_0000162,ISIC_0000162.JPG,ISIC_0000162_A06_T1_S1_56603b149fc3c1045c4bdeae.png,A06,T1,S1,56603b149fc3c1045c4bdeae,f3c753179ee6ddc7bbf135b067955ff9
ISIC_0000163,ISIC_0000163.JPG,ISIC_0000163_A06_T1_S1_5661ed389fc3c147bbd6a4d0.png,A06,T1,S1,5661ed389fc3c147bbd6a4d0,f3e28b69ab19e834326a2ccd7085e93c
ISIC_0000163,ISIC_0000163.JPG,ISIC_0000163_A04_T3_S2_545931e7bae47821f88022e3.png,A04,T3,S2,545931e7bae47821f88022e3,faa826bc17e6c23d33e3c36fb20795c7
ISIC_0000164,ISIC_0000164.JPG,ISIC_0000164_A02_T1_S1_57c048699fc3c158f2bd0e2a.png,A02,T1,S1,57c048699fc3c158f2bd0e2a,b26b9d8042d428038266c5f9a66d1682
ISIC_0000164,ISIC_0000164.JPG,ISIC_0000164_A04_T1_S1_54593199bae47821f88022e0.png,A04,T1,S1,54593199bae47821f88022e0,55ea29606085ad8c6bc80b866b92ae71
ISIC_0000164,ISIC_0000164.JPG,ISIC_0000164_A03_T1_S1_57be09d49fc3c1434763a31f.png,A03,T1,S1,57be09d49fc3c1434763a31f,669ee0f098f830c17c43de449283e0c4
ISIC_0000167,ISIC_0000167.JPG,ISIC_0000167_A04_T1_S2_54593016bae47821f88022d7.png,A04,T1,S2,54593016bae47821f88022d7,601773d3df2a55c48819c3a8a8606b25
ISIC_0000167,ISIC_0000167.JPG,ISIC_0000167_A06_T1_S1_565f47539fc3c1045c4bdd13.png,A06,T1,S1,565f47539fc3c1045c4bdd13,17811f89578e37f7d30b330a7c5489a5
